,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0,195.3000979297066,2024-08-13,51.15209923553467,9.99000999000964,2024-09-06,47.31999969482422,9.241600574432857,-767.641026141577,-0.07684086671677184,Long,Closed,0
1,1,0,194.76781024462986,2024-09-09,47.35451831817627,9.223135838019516,2024-09-18,43.380001068115234,8.44902781644651,-791.7801852283608,-0.08584717813267115,Long,Closed,1
2,2,0,191.43121440465538,2024-09-20,44.0479190826416,8.432146641987856,2024-10-01,40.65999984741211,7.783593148483202,-664.7692332953428,-0.07883748486833811,Long,Closed,2
3,3,0,198.7829856651031,2024-10-02,39.078,7.768041513820208,2024-11-01,43.85211862945557,8.717055068903466,932.5284584998434,0.12004679131035652,Long,Closed,3
4,4,0,205.54624722540117,2024-12-26,42.324481681823734,8.699638375457653,2025-01-13,39.279998779296875,8.073856340102811,-642.5555300718534,-0.07386002754832253,Long,Closed,4
5,5,0,206.4076402726756,2025-01-14,39.0379190826416,8.057724759002667,2025-02-05,35.86000061035156,7.401778106159372,-671.4061557094956,-0.0833245333875752,Long,Closed,5
6,6,0,205.4694712806966,2025-02-06,35.951761070251465,7.386989338713647,2025-02-21,33.2400016784668,6.829805570244041,-571.4005633794164,-0.07735229295441935,Long,Closed,6
7,7,0,205.76389030559207,2025-02-24,33.126121376037595,6.816159605067696,2025-03-13,43.55271939086914,8.961576975253031,2129.639633603981,0.31243981317871555,Long,Closed,7
8,8,0,217.4907379936587,2025-04-17,41.122080917358396,8.943671726550747,2025-04-21,36.439998626708984,7.925362193810847,-1035.1785666607414,-0.11574424892939547,Long,Closed,8
9,9,0,227.09264113437445,2025-04-22,34.82951831817627,7.909527304312178,2025-05-27,31.8799991607666,7.239713208780128,-684.9633360456885,-0.08659978146509559,Long,Closed,9
10,10,0,233.81409074119827,2025-05-30,30.901680152893068,7.225248247323179,2025-06-19,28.68000030517578,6.705788193811965,-533.3910899531959,-0.07382321986663157,Long,Closed,10
11,11,0,238.36658967107735,2025-06-26,28.0760404586792,6.692390015601632,2025-07-10,31.61664030456543,7.536350726256393,829.7319699119844,0.12398141291490156,Long,Closed,11
12,12,0,194.06102539250656,2025-10-07,38.757360305786136,7.5212930824473005,2025-11-28,34.81999969482422,6.757204844944354,-778.3667354307278,-0.10348841973027066,Long,Closed,12
13,13,0,189.69119323840064,2026-01-20,35.5509595413208,6.743703936162092,2026-02-16,43.01379847717285,8.159338758851018,1400.7317799927578,0.20770956039177604,Long,Closed,13
14,14,0,226.12084386761376,2026-03-06,36.0118786239624,8.143036383707113,2026-05-07,47.784241065979,10.805012913412657,2643.028480407077,0.32457530039960386,Long,Closed,14
15,15,0,229.9551463699942,2026-06-19,46.893599235534666,10.783424476021537,2026-06-23,42.63999938964844,9.805287300863071,-998.7258869370355,-0.09261676466114148,Long,Closed,15
16,16,0,233.8640896024794,2026-06-24,41.84351831817627,9.785696317243492,2026-06-30,36.70000076293945,8.582812266835136,-1221.2525589939066,-0.1247997607325847,Long,Closed,16
17,17,0,231.1673002510165,2026-07-01,37.0539595413208,8.565663790775943,2026-07-08,31.979999542236328,7.3927301562075165,-1188.892028516991,-0.13879741927263675,Long,Closed,17
18,18,0,239.06601243430035,2026-07-09,30.86159923553467,7.377959466583889,2026-07-24,33.63999938964844,0.0,656.8430863242402,0.0890277439580858,Long,Open,18
