,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0,2112.3030282813947,2024-08-23,4.729439789772034,9.99000999000964,2024-09-11,4.190000057220459,8.850549809365994,-1158.3007404433724,-0.11594590411838157,Long,Closed,0
1,1,0,2129.284107635489,2024-09-12,4.148279866218567,8.832866393162476,2024-10-14,3.799999952316284,8.09127950748268,-758.5110315814308,-0.08587371276990098,Long,Closed,1
2,2,0,2178.106762365106,2024-11-04,3.707400047779083,8.07511311485905,2024-11-22,4.161660076141358,9.064539954508373,972.2871865786673,0.12040539528658767,Long,Closed,2
3,3,0,2332.91279278212,2025-01-13,3.8777398853302008,9.046428985568127,2025-02-03,3.509999990463257,8.18852388041685,-875.1400580174302,-0.09673873076476197,Long,Closed,3
4,4,0,2357.182485677165,2025-02-05,3.4669200382232668,8.172163193342385,2025-03-06,3.7225400190353395,8.774706135102443,585.5960724309057,0.07165741292439222,Long,Closed,4
5,5,0,2401.015003600595,2025-05-15,3.6472801051139836,8.757174254711572,2025-05-29,3.299999952316284,7.923349397392646,-850.5053809720868,-0.09712098403367862,Long,Closed,5
6,6,0,2466.1671692972122,2025-06-02,3.2064000477790833,7.907518529465051,2025-06-18,2.930000066757202,7.2258699706752525,-696.7819472906757,-0.08811638501942892,Long,Closed,6
7,7,0,2044.613247117254,2025-10-01,3.527039980888367,7.211432668035741,2025-10-06,3.2300000190734863,6.604100827186634,-621.1473743451295,-0.08613369949334207,Long,Closed,7
8,8,0,2244.9659283383844,2025-11-07,2.9358600668907164,6.590905820537955,2025-12-23,2.7100000381469727,6.0838577514356755,-519.7228326752062,-0.07885453787787713,Long,Closed,8
9,9,0,2395.0921320023713,2026-01-08,2.53505997133255,6.071702191492477,2026-01-12,2.3399999141693115,5.604515383313141,-478.8630257544112,-0.0788680028518792,Long,Closed,9
10,10,0,2355.3390352062565,2026-01-13,2.3747398853302,5.5933175503787425,2026-02-12,2.7045800380706786,6.370202937507493,764.9218666401563,0.13675638111915603,Long,Closed,10
11,11,0,2341.2492983849565,2026-05-18,2.7154200382232667,6.357475259310377,2026-06-05,2.490000009536743,5.8297107753064346,-539.9516700388572,-0.08493177684774864,Long,Closed,11
