,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0,36.44996077798225,2024-09-11,274.0746430664062,9.99000999000964,2024-10-14,251.79190063476562,9.177804902350811,-831.3729025515406,-0.08322042754540922,Long,Closed,0
1,1,0,30.88280929082806,2025-03-24,296.5879024658203,9.1594676298173,2025-05-07,272.30645751953125,8.409588396236657,-767.4482896080393,-0.08378743401086017,Long,Closed,1
2,2,0,30.08503016295053,2025-05-08,278.96884185791015,8.392786021817301,2025-06-13,257.6531982421875,7.7515042406968835,-657.4260713842343,-0.07833228080343445,Long,Closed,2
3,3,0,29.40669431244365,2025-06-16,263.06991998291016,7.736016719735744,2025-08-07,305.236935546875,8.976009256494017,1223.2805107813363,0.15812795591049483,Long,Closed,3
4,4,0,28.22476647987516,2025-09-09,317.3835,8.958075172064127,2025-10-17,292.0,8.241631812123547,-733.6430669260993,-0.08189740014840081,Long,Closed,4
5,5,0,27.569261193133894,2025-10-20,298.3455,8.225165015295715,2025-11-11,273.0,7.526408305725553,-714.5082828915967,-0.08686856513672904,Long,Closed,5
6,6,0,27.97155884832177,2025-11-12,268.536,7.511370526892279,2026-01-07,290.1685,8.116465273679255,589.4669109857482,0.0784766120743587,Long,Closed,6
7,7,0,28.167527522814062,2026-03-03,287.574,8.100248559844658,2026-04-09,318.861,8.981525993452015,864.1956590529863,0.10668754824845089,Long,Closed,7
8,8,0,31.061421901239157,2026-05-22,288.576,8.963580886571435,2026-06-16,325.847,10.121271142253075,1138.6054036522592,0.1270257297904191,Long,Closed,8
9,9,0,32.310535410872276,2026-07-24,312.624,10.10104882228734,2026-07-24,312.0,0.0,-30.26282291867392,-0.002996007984032043,Long,Open,9
