Hisse,Strateji,Sinyal,Getiri (%),Max Kayip (%),Sharpe,Calmar,Kar Faktoru,Islem Sayisi
JNJ,single_ma,0,0.0,-0.0,inf,,,0
JNJ,two_ma,0,0.0,-0.0,inf,,,0
JNJ,three_ma,0,0.0,-0.0,inf,,,0
JNJ,channel,0,0.0,-0.0,inf,,,0
JNJ,support_resistance,0,0.0,-0.0,inf,,,0
JNJ,price_momentum,0,0.0,-0.0,inf,,,0
JNJ,low_volatility,0,0.0,-0.0,inf,,,0
JNJ,value,0,0.0,-0.0,inf,,,0
JNJ,implied_volatility,0,0.0,-0.0,inf,,,0
JNJ,earnings_momentum,0,0.0,-0.0,inf,,,0
JNJ,residual_momentum,0,0.0,-0.0,inf,,,0
JNJ,multifactor,0,0.0,-0.0,inf,,,0
JNJ,weighted_regression,0,0.0,-0.0,inf,,,0
JNJ,mean_reversion_cluster,0,0.0,-0.0,inf,,,0
JNJ,pairs_trading,0,0.0,-0.0,inf,,,0
JNJ,stat_arb,0,0.0,-0.0,inf,,,0
JNJ,market_making,0,0.0,-0.0,inf,,,0
JNJ,event_driven,0,0.0,-0.0,inf,,,0
JNJ,knn,0,0.0,-0.0,inf,,,0
JNJ,alpha_combos,0,0.0,-0.0,inf,,,0
JNJ,sector_momentum,0,0.0,-0.0,inf,,,0
JNJ,alpha_rotation,0,0.0,-0.0,inf,,,0
JNJ,r_squared,0,0.0,-0.0,inf,,,0
JNJ,mean_reversion_ibs,0,0.0,-0.0,inf,,,0
JNJ,leveraged_etfs,0,0.0,-0.0,inf,,,0
JNJ,multi_asset_trend,0,0.0,-0.0,inf,,,0
JNJ,volatility_carry,0,0.0,-0.0,inf,,,0
JNJ,vix_futures_basis,0,0.0,-0.0,inf,,,0
JNJ,variance_swaps,0,0.0,-0.0,inf,,,0
JNJ,fx_moving_averages,0,0.0,-0.0,inf,,,0
JNJ,fx_carry_trade,0,0.0,-0.0,inf,,,0
JNJ,fx_triangular_arb,0,0.0,-0.0,inf,,,0
JNJ,roll_yields,0,0.0,-0.0,inf,,,0
JNJ,hedging_pressure,0,0.0,-0.0,inf,,,0
JNJ,trend_following,0,0.0,-0.0,inf,,,0
JNJ,contrarian,0,0.0,-0.0,inf,,,0
JNJ,hedging_with_futures,0,0.0,-0.0,inf,,,0
JNJ,ann_crypto,0,0.0,-0.0,inf,,,0
JNJ,sentiment_crypto,0,0.0,-0.0,inf,,,0
JNJ,carry_factor,0,0.0,-0.0,inf,,,0
JNJ,bullets,0,0.0,-0.0,inf,,,0
JNJ,barbells,0,0.0,-0.0,inf,,,0
JNJ,ladders,0,0.0,-0.0,inf,,,0
JNJ,bond_immunization,0,0.0,-0.0,inf,,,0
JNJ,dollar_duration_butterfly,0,0.0,-0.0,inf,,,0
JNJ,fifty_fifty_butterfly,0,0.0,-0.0,inf,,,0
JNJ,regression_butterfly,0,0.0,-0.0,inf,,,0
JNJ,low_risk_factor,0,0.0,-0.0,inf,,,0
JNJ,value_factor,0,0.0,-0.0,inf,,,0
JNJ,rolling_down_yield_curve,0,0.0,-0.0,inf,,,0
JNJ,yield_curve_spreads,0,0.0,-0.0,inf,,,0
JNJ,cds_basis_arbitrage,0,0.0,-0.0,inf,,,0
JNJ,swap_spread_arbitrage,0,0.0,-0.0,inf,,,0
JNJ,cash_and_carry,0,0.0,-0.0,inf,,,0
JNJ,intraday_index_arb,0,0.0,-0.0,inf,,,0
JNJ,volatility_targeting,0,0.0,-0.0,inf,,,0
JNJ,fundamental_macro,0,0.0,-0.0,inf,,,0
JNJ,economic_announcements,0,0.0,-0.0,inf,,,0
JNJ,inflation_swaps,0,0.0,-0.0,inf,,,0
JNJ,weather_risk,0,0.0,-0.0,inf,,,0
JNJ,distressed_debt,0,0.0,-0.0,inf,,,0
JNJ,distress_risk_puzzle,0,0.0,-0.0,inf,,,0
JNJ,real_estate_diversity,0,0.0,-0.0,inf,,,0
JNJ,fix_and_flip,0,0.0,-0.0,inf,,,0
JNJ,cdo_tranche,0,0.0,-0.0,inf,,,0
JNJ,mbs,0,0.0,-0.0,inf,,,0
JNJ,convertible_arbitrage,0,0.0,-0.0,inf,,,0
JNJ,muni_arbitrage,0,0.0,-0.0,inf,,,0
